,USD/KRW,CNY/KRW,EUR/KRW,JPY/KRW (per 100)
2021-06-30,1128.5,174.59,1341.5,1021.41
2021-07-01,1133.0,175.08,1344.36,1016.55
2021-07-02,1136.0,175.15,1343.66,1019.52
2021-07-05,1131.0,175.04,1343.4,1020.53
2021-07-06,1134.0,175.3,1342.66,1024.16
2021-07-07,1137.5,175.92,1345.15,1027.0
2021-07-08,1149.5,176.91,1360.78,1047.05
2021-07-09,1148.5,176.94,1361.95,1044.04
2021-07-12,1148.0,177.15,1360.61,1042.59
2021-07-13,1145.5,177.0,1357.07,1039.14
2021-07-14,1150.0,177.67,1356.71,1040.68
2021-07-15,1142.0,176.82,1350.07,1038.51
2021-07-16,1141.0,176.26,1346.67,1035.06
2021-07-19,1152.0,177.43,1356.71,1049.28
2021-07-20,1149.0,177.15,1353.52,1050.13
2021-07-21,1154.5,178.29,1359.14,1048.5
2021-07-22,1149.5,177.72,1355.61,1042.2
2021-07-23,1151.5,177.71,1355.03,1042.22
2021-07-26,1155.0,178.01,1362.32,1047.14
2021-07-27,1154.0,177.19,1360.34,1048.0
2021-07-28,1154.0,177.32,1363.51,1049.42
2021-07-29,1146.5,177.43,1361.53,1043.55
2021-07-30,1152.0,178.27,1367.54,1049.99
2021-08-02,1151.0,178.07,1368.54,1050.9
2021-08-03,1148.5,177.69,1365.05,1051.69
2021-08-04,1144.0,177.15,1356.27,1047.76
2021-08-05,1143.5,177.1,1354.48,1044.67
2021-08-06,1146.0,176.96,1347.87,1039.31
2021-08-09,1146.0,176.88,1347.01,1040.45
2021-08-10,1151.0,177.53,1349.37,1041.82
2021-08-11,1157.0,178.59,1358.32,1047.39
2021-08-12,1163.5,179.58,1365.48,1053.47
2021-08-13,1169.0,180.29,1373.52,1060.13
2021-08-17,1174.5,181.15,1381.92,1074.61
2021-08-18,1170.5,180.48,1370.89,1066.27
2021-08-19,1177.0,181.23,1376.15,1073.37
2021-08-20,1183.5,181.94,1381.8,1079.74
2021-08-23,1172.0,180.57,1373.23,1064.58
2021-08-24,1167.5,180.24,1370.53,1064.31
2021-08-25,1167.5,180.3,1371.29,1062.96
2021-08-26,1170.5,180.66,1378.32,1063.46
2021-08-27,1170.0,180.57,1375.74,1062.09
2021-08-30,1165.0,180.21,1374.18,1060.59
2021-08-31,1157.5,179.21,1369.96,1052.99
2021-09-01,1159.5,179.47,1370.59,1050.89
2021-09-02,1159.0,179.6,1373.88,1053.68
2021-09-03,1157.0,179.59,1373.71,1052.63
2021-09-06,1157.0,179.35,1372.9,1052.97
2021-09-07,1162.0,179.85,1378.89,1056.65
2021-09-08,1167.0,180.71,1379.1,1058.55
2021-09-09,1170.0,181.31,1384.11,1064.41
2021-09-10,1170.0,181.56,1382.36,1064.27
2021-09-13,1175.0,182.11,1383.62,1067.02
2021-09-14,1171.5,181.84,1382.43,1063.6
2021-09-15,1168.0,181.72,1381.57,1069.06
2021-09-16,1173.5,182.16,1381.03,1072.82
2021-09-17,1184.0,182.8,1389.07,1080.54
2021-09-23,1174.0,181.74,1375.11,1068.49
2021-09-24,1178.0,182.11,1382.44,1066.5
2021-09-27,1181.0,182.69,1382.77,1064.83
2021-09-28,1187.0,183.63,1386.42,1065.15
2021-09-29,1185.0,183.16,1381.47,1064.26
2021-09-30,1186.0,183.34,1372.74,1058.6
2021-10-01,1187.0,184.41,1375.26,1067.78
2021-10-05,1187.5,184.11,1377.08,1067.66
2021-10-06,1196.5,185.04,1380.88,1073.82
2021-10-07,1190.5,184.52,1376.28,1068.58
2021-10-08,1196.0,185.68,1384.43,1064.2
2021-10-12,1196.5,185.47,1382.14,1055.44
2021-10-13,1192.5,185.03,1378.05,1050.01
2021-10-14,1186.5,184.37,1377.59,1046.07
2021-10-15,1183.5,183.97,1373.1,1036.2
2021-10-18,1187.5,184.7,1376.49,1038.71
2021-10-19,1178.5,184.62,1374.19,1032.32
2021-10-20,1175.0,183.87,1367.0,1026.78
2021-10-21,1177.5,184.1,1370.67,1032.76
2021-10-22,1176.0,184.22,1368.57,1033.26
2021-10-25,1171.0,183.47,1361.05,1029.95
2021-10-26,1167.0,183.02,1356.4,1023.55
2021-10-27,1173.5,183.56,1360.73,1031.33
2021-10-28,1170.5,183.04,1358.48,1030.69
2021-10-29,1174.0,183.35,1357.5,1029.69
2021-11-01,1178.5,184.34,1363.64,1031.46
2021-11-02,1176.5,183.9,1365.09,1035.29
2021-11-03,1182.0,184.79,1370.0,1038.07
2021-11-04,1185.5,185.23,1368.78,1040.41
2021-11-05,1186.5,185.28,1368.69,1042.21
2021-11-08,1184.0,185.16,1369.3,1043.86
2021-11-09,1176.0,184.05,1363.16,1042.05
2021-11-10,1179.0,184.52,1363.93,1041.57
2021-11-11,1183.0,184.91,1355.72,1037.76
2021-11-12,1179.5,185.03,1349.82,1033.97
2021-11-15,1179.5,184.85,1350.41,1035.78
2021-11-16,1181.5,185.04,1342.42,1034.18
2021-11-17,1181.5,185.17,1336.04,1029.14
2021-11-18,1182.5,185.3,1340.84,1035.96
2021-11-19,1190.0,186.19,1344.88,1044.55
2021-11-22,1187.0,186.02,1339.77,1039.54
2021-11-23,1189.0,186.08,1338.22,1035.35
2021-11-24,1187.5,185.81,1331.31,1032.34
2021-11-25,1190.5,186.3,1335.98,1032.03
2021-11-26,1196.0,187.11,1349.87,1049.54
2021-11-29,1192.0,186.7,1345.23,1050.59
2021-11-30,1190.0,186.64,1352.08,1054.73
2021-12-01,1180.5,185.28,1336.5,1040.5
2021-12-02,1177.0,184.62,1334.01,1041.27
2021-12-03,1183.0,185.68,1338.09,1044.64
2021-12-06,1182.0,185.33,1335.48,1043.94
2021-12-07,1179.0,185.11,1327.38,1038.08
2021-12-08,1177.0,185.39,1329.19,1038.24
2021-12-09,1176.5,185.35,1331.56,1036.34
2021-12-10,1182.0,185.44,1331.82,1039.21
2021-12-13,1182.0,185.52,1332.05,1039.9
2021-12-14,1182.5,185.7,1338.24,1041.16
2021-12-15,1187.5,186.31,1338.13,1043.18
2021-12-16,1184.5,185.73,1338.25,1037.53
2021-12-17,1186.0,185.56,1342.55,1044.61
2021-12-20,1192.5,186.71,1343.41,1049.87
2021-12-21,1193.0,186.92,1346.72,1049.3
2021-12-22,1192.0,186.83,1346.3,1043.01
2021-12-23,1188.0,186.36,1345.65,1039.32
2021-12-24,1187.5,186.39,1346.68,1038.25
2021-12-27,1188.0,186.37,1344.52,1035.88
2021-12-28,1188.5,186.44,1346.39,1034.96
2021-12-29,1187.0,186.3,1339.11,1032.13
2021-12-30,1189.5,186.59,1346.28,1033.22
2021-12-31,1190.5,187.44,1348.24,1034.0
2022-01-03,1193.5,187.42,1355.22,1037.33
2022-01-04,1196.5,187.61,1351.33,1032.4
2022-01-05,1198.0,187.97,1355.24,1034.94
2022-01-06,1203.5,188.5,1361.46,1038.8
2022-01-07,1204.0,188.54,1361.24,1039.41
2022-01-10,1198.0,187.76,1357.27,1036.56
2022-01-11,1194.0,187.11,1352.44,1034.08
2022-01-12,1192.5,187.14,1354.26,1032.78
2022-01-13,1185.5,186.29,1358.64,1035.15
2022-01-14,1190.0,187.21,1358.5,1041.89
2022-01-17,1192.5,187.74,1361.95,1041.89
2022-01-18,1192.5,187.58,1358.38,1039.44
2022-01-19,1191.0,187.55,1351.37,1040.4
2022-01-20,1191.0,187.52,1351.13,1041.99
2022-01-21,1192.5,187.87,1351.64,1047.11
2022-01-24,1197.5,189.21,1355.81,1053.07
2022-01-25,1198.0,189.1,1351.46,1050.0
2022-01-26,1198.5,189.44,1352.03,1049.89
2022-01-27,1203.5,188.89,1346.36,1045.11
2022-01-28,1209.0,189.85,1357.34,1050.3
2022-02-03,1204.5,189.27,1358.8,1049.44
2022-02-04,1199.5,188.65,1374.87,1043.63
2022-02-07,1200.5,188.63,1371.51,1043.6
2022-02-08,1198.5,188.13,1369.41,1039.73
2022-02-09,1196.0,187.82,1368.34,1036.08
2022-02-10,1196.5,188.11,1368.26,1032.85
2022-02-11,1199.5,188.49,1361.55,1039.2
2022-02-14,1197.5,188.19,1354.79,1039.81
2022-02-15,1197.5,188.52,1358.74,1035.45
2022-02-16,1198.0,188.97,1363.56,1035.21
2022-02-17,1197.5,188.98,1362.22,1040.81
2022-02-18,1195.5,189.04,1358.09,1037.9
2022-02-21,1192.5,188.46,1354.32,1038.18
2022-02-22,1193.0,188.57,1354.29,1037.98
2022-02-23,1192.0,188.78,1353.04,1035.8
2022-02-24,1204.5,190.4,1346.39,1050.36
2022-02-25,1204.5,190.7,1346.87,1043.9
2022-02-28,1204.5,190.76,1349.04,1042.36
2022-03-02,1207.5,191.02,1340.2,1047.68
2022-03-03,1207.0,190.85,1338.14,1042.9
2022-03-04,1217.5,192.63,1339.98,1055.53
2022-03-07,1230.5,194.49,1332.75,1069.16
2022-03-08,1235.5,195.41,1346.2,1068.82
2022-03-10,1228.5,194.06,1355.65,1059.19
2022-03-11,1237.0,194.57,1349.69,1054.61
2022-03-14,1239.0,194.26,1358.44,1050.04
2022-03-15,1245.5,194.45,1369.68,1055.2
2022-03-16,1234.5,193.84,1357.83,1043.36
2022-03-17,1213.0,190.48,1340.06,1022.89
2022-03-18,1215.5,190.66,1341.67,1020.79
2022-03-21,1215.5,190.96,1342.28,1019.5
2022-03-22,1219.5,191.28,1342.18,1008.98
2022-03-23,1216.5,190.47,1338.51,1005.33
2022-03-24,1223.5,191.62,1344.5,1005.8
2022-03-25,1224.0,191.75,1344.32,1002.66
2022-03-28,1224.5,191.86,1345.85,985.87
2022-03-29,1219.0,191.01,1346.39,986.69
2022-03-30,1211.5,190.43,1348.28,993.64
2022-03-31,1213.5,191.09,1346.99,996.84
2022-04-01,1220.0,191.51,1346.88,995.31
2022-04-04,1216.0,190.72,1338.15,990.43
2022-04-05,1214.0,190.55,1331.64,987.59
2022-04-06,1218.0,191.21,1329.45,982.69
2022-04-07,1220.5,191.71,1329.49,985.74
2022-04-08,1228.0,192.83,1336.62,989.48
2022-04-11,1233.5,193.31,1346.24,983.3
2022-04-12,1232.0,193.1,1338.63,981.17
2022-04-13,1228.5,192.71,1330.1,974.65
2022-04-14,1227.5,192.35,1338.71,980.0
2022-04-15,1229.5,192.62,1328.84,972.28
2022-04-18,1235.0,193.71,1333.92,975.32
2022-04-19,1239.5,193.57,1337.79,965.53
2022-04-20,1235.0,191.83,1340.72,966.16
2022-04-21,1238.0,191.29,1349.3,966.62
2022-04-22,1243.5,190.28,1344.97,967.97
2022-04-25,1252.5,189.72,1343.31,977.1
2022-04-26,1254.5,191.09,1340.94,982.34
2022-04-27,1265.0,192.3,1341.91,988.86
2022-04-28,1273.5,191.63,1336.6,976.57
2022-04-29,1263.0,190.2,1331.45,972.7
2022-05-02,1267.0,189.85,1333.14,975.4
2022-05-03,1267.5,189.6,1331.45,974.29
2022-05-04,1266.5,190.15,1333.5,974.12
2022-05-06,1270.5,189.44,1345.21,975.36
2022-05-09,1277.5,188.68,1347.0,974.26
2022-05-10,1276.0,188.97,1346.56,980.75
2022-05-11,1274.5,189.1,1343.77,981.55
2022-05-12,1290.5,189.48,1347.02,1002.68
2022-05-13,1284.0,188.65,1333.82,995.46
2022-05-16,1285.0,188.75,1341.28,993.93
2022-05-17,1270.5,188.21,1335.93,982.1
2022-05-18,1267.5,187.73,1333.16,981.34
2022-05-19,1278.0,189.17,1346.37,1000.74
2022-05-20,1273.0,190.13,1344.54,995.58
2022-05-23,1264.5,189.97,1350.11,991.57
2022-05-24,1265.0,189.43,1354.56,992.43
2022-05-25,1271.0,189.52,1355.01,999.72
2022-05-26,1265.5,187.53,1356.24,998.3
2022-05-27,1256.0,186.48,1345.05,989.64
2022-05-30,1238.5,185.57,1334.42,972.25
2022-05-31,1248.0,185.92,1336.11,965.76
2022-06-02,1250.5,187.2,1337.28,963.96
2022-06-03,1252.0,188.06,1342.14,956.64
2022-06-07,1257.5,188.46,1342.26,946.52
2022-06-08,1257.5,187.79,1347.66,938.68
2022-06-09,1256.0,188.18,1346.06,942.27
2022-06-10,1280.0,190.16,1347.46,953.55
2022-06-13,1288.0,190.75,1348.28,957.8
2022-06-14,1289.5,190.97,1345.85,960.41
2022-06-15,1291.5,192.33,1353.62,960.76
2022-06-16,1293.5,192.48,1344.46,971.72
2022-06-17,1295.0,192.85,1356.9,960.22
2022-06-20,1293.0,193.4,1361.53,958.74
2022-06-21,1293.5,193.16,1364.77,952.26
2022-06-22,1302.5,193.84,1370.23,957.33
2022-06-23,1303.5,194.44,1369.46,962.88
2022-06-24,1296.0,193.72,1365.85,959.4
2022-06-27,1285.0,192.23,1360.3,950.2
2022-06-28,1291.0,192.4,1359.68,948.32
2022-06-29,1297.5,193.63,1365.36,950.38
2022-06-30,1301.5,194.08,1353.56,954.35
2022-07-01,1298.0,193.48,1356.28,958.82
2022-07-04,1295.5,193.74,1353.93,956.97
2022-07-05,1311.5,195.38,1349.4,965.37
2022-07-06,1306.0,194.58,1329.64,961.74
2022-07-07,1300.5,194.08,1322.87,958.01
2022-07-08,1300.0,194.45,1323.14,956.76
2022-07-11,1314.0,195.63,1323.72,955.88
2022-07-12,1309.0,194.19,1315.55,958.03
2022-07-13,1305.0,194.16,1318.57,951.48
2022-07-14,1324.0,195.31,1322.15,950.5
2022-07-15,1325.0,195.73,1333.68,955.06
2022-07-18,1315.5,194.97,1340.23,952.74
2022-07-19,1309.0,194.0,1340.81,949.27
2022-07-20,1312.0,194.19,1339.42,949.8
2022-07-21,1315.0,193.83,1339.06,950.87
2022-07-22,1310.0,193.95,1340.39,963.06
2022-07-25,1312.0,194.23,1339.95,960.86
2022-07-26,1311.0,193.87,1329.35,960.55
2022-07-27,1314.0,194.34,1329.24,957.83
2022-07-28,1303.5,193.08,1324.23,968.32
2022-07-29,1304.5,193.22,1333.2,979.32
2022-08-01,1305.0,192.51,1339.32,989.42
2022-08-02,1312.0,193.84,1337.98,997.83
2022-08-03,1312.0,193.88,1329.45,977.24
2022-08-04,1308.0,193.63,1333.24,980.33
2022-08-05,1304.0,192.68,1327.86,966.03
2022-08-08,1305.0,192.88,1329.93,968.5
2022-08-09,1307.0,193.52,1337.71,968.9
2022-08-10,1305.0,194.24,1349.3,985.95
2022-08-11,1302.0,193.32,1345.36,982.27
2022-08-12,1312.0,193.43,1339.03,984.14
2022-08-16,1313.0,193.12,1338.6,977.99
2022-08-17,1316.0,193.69,1336.79,973.12
2022-08-18,1326.0,195.04,1342.31,981.1
2022-08-19,1336.0,195.39,1342.15,975.08
2022-08-22,1343.0,195.79,1344.48,979.83
2022-08-23,1338.0,195.4,1333.25,978.54
2022-08-24,1343.0,195.08,1332.66,981.98
2022-08-25,1337.5,194.98,1334.56,979.17
2022-08-26,1343.0,194.78,1338.03,976.48
2022-08-29,1349.5,195.0,1348.02,974.4
2022-08-30,1346.0,194.84,1351.79,974.62
2022-08-31,1344.5,194.74,1341.68,969.18
2022-09-01,1358.5,196.56,1347.9,969.91
2022-09-02,1363.0,197.01,1356.59,972.08
2022-09-05,1372.0,197.72,1362.74,976.48
2022-09-06,1379.5,197.98,1364.88,966.34
2022-09-07,1386.0,198.71,1377.96,960.0
2022-09-08,1379.0,199.44,1395.69,966.26
2022-09-13,1390.0,199.31,1392.09,964.44
2022-09-14,1394.0,199.98,1391.21,975.88
2022-09-15,1399.0,199.61,1398.3,975.63
2022-09-16,1390.0,198.07,1388.61,971.65
2022-09-19,1394.0,198.65,1393.23,971.87
2022-09-20,1395.0,198.37,1392.07,970.06
2022-09-21,1396.0,197.69,1382.46,969.55
2022-09-22,1406.0,198.75,1384.63,991.71
2022-09-23,1423.0,199.5,1379.17,992.78
2022-09-26,1425.0,199.08,1374.98,989.07
2022-09-27,1427.0,198.51,1369.92,985.26
2022-09-28,1440.0,199.82,1387.8,997.2
2022-09-29,1434.0,201.12,1397.29,991.6
2022-09-30,1439.0,202.55,1412.81,995.47
2022-10-04,1428.0,202.51,1419.0,987.38
2022-10-05,1424.0,200.89,1406.2,983.53
2022-10-06,1411.0,199.24,1387.58,974.01
2022-10-07,1429.0,199.61,1387.56,980.48
2022-10-11,1435.5,200.13,1393.87,985.07
2022-10-12,1433.0,199.7,1391.01,976.72
2022-10-13,1439.0,199.46,1398.28,977.15
2022-10-14,1442.5,199.89,1402.25,969.75
2022-10-17,1436.0,199.54,1403.91,965.67
2022-10-18,1427.0,197.89,1407.16,957.62
2022-10-19,1434.0,197.46,1404.75,958.27
2022-10-20,1427.0,197.38,1402.74,952.83
2022-10-21,1438.0,198.91,1418.16,973.89
2022-10-24,1442.0,197.37,1415.76,965.61
