,Gold,Silver,Copper
2021-10-06,1760.5,22.506000518798828,4.1570000648498535
2021-10-07,1757.9000244140625,22.631999969482422,4.250999927520752
2021-10-08,1756.300048828125,22.679000854492188,4.2829999923706055
2021-10-11,1754.5999755859375,22.639999389648438,4.374499797821045
2021-10-12,1758.300048828125,22.490999221801758,4.328999996185303
2021-10-13,1793.699951171875,23.14900016784668,4.520500183105469
2021-10-14,1796.699951171875,23.45599937438965,4.631499767303467
2021-10-15,1767.199951171875,23.327999114990234,4.734000205993652
2021-10-18,1764.800048828125,23.243000030517578,4.730500221252441
2021-10-19,1769.699951171875,23.86199951171875,4.714000225067139
2021-10-20,1784.0999755859375,24.423999786376953,4.75600004196167
2021-10-21,1781.199951171875,24.149999618530273,4.58650016784668
2021-10-22,1795.5,24.429000854492188,4.526000022888184
2021-10-25,1806.0,24.57200050354004,4.551499843597412
2021-10-26,1792.699951171875,24.086000442504883,4.486499786376953
2021-10-27,1797.9000244140625,24.18899917602539,4.38700008392334
2021-10-28,1801.5999755859375,24.117000579833984,4.4375
2021-10-29,1783.0,23.94499969482422,4.375500202178955
2021-11-01,1795.0999755859375,24.06399917602539,4.4019999504089355
2021-11-02,1788.699951171875,23.5,4.374000072479248
2021-11-03,1763.5999755859375,23.22599983215332,4.326000213623047
2021-11-04,1793.0,23.9060001373291,4.326000213623047
2021-11-05,1816.4000244140625,24.152000427246094,4.348999977111816
2021-11-08,1827.4000244140625,24.53700065612793,4.40500020980835
2021-11-09,1830.199951171875,24.312999725341797,4.380000114440918
2021-11-10,1847.5999755859375,24.767000198364258,4.328000068664551
2021-11-11,1863.199951171875,25.301000595092773,4.4045000076293945
2021-11-12,1867.9000244140625,25.3439998626709,4.45550012588501
2021-11-15,1866.0999755859375,25.10700035095215,4.4070000648498535
2021-11-16,1853.5999755859375,24.944000244140625,4.358500003814697
2021-11-17,1869.699951171875,25.16699981689453,4.2729997634887695
2021-11-18,1861.0,24.900999069213867,4.309999942779541
2021-11-19,1851.199951171875,24.780000686645508,4.4085001945495605
2021-11-22,1806.0,24.297000885009766,4.395500183105469
2021-11-23,1783.5,23.434999465942383,4.423500061035156
2021-11-24,1784.0999755859375,23.496000289916992,4.458000183105469
2021-11-26,1785.300048828125,23.10700035095215,4.281499862670898
2021-11-29,1782.300048828125,22.798999786376953,4.336999893188477
2021-11-30,1773.5999755859375,22.764999389648438,4.2779998779296875
2021-12-01,1781.5999755859375,22.298999786376953,4.247499942779541
2021-12-02,1760.699951171875,22.280000686645508,4.298999786376953
2021-12-03,1782.0,22.44499969482422,4.266499996185303
2021-12-06,1777.5,22.22800064086914,4.336999893188477
2021-12-07,1782.5999755859375,22.48699951171875,4.3379998207092285
2021-12-08,1783.4000244140625,22.389999389648438,4.390999794006348
2021-12-09,1774.5999755859375,21.974000930786133,4.329999923706055
2021-12-10,1782.9000244140625,22.15999984741211,4.2829999923706055
2021-12-13,1786.300048828125,22.290000915527344,4.28000020980835
2021-12-14,1770.4000244140625,21.886999130249023,4.254000186920166
2021-12-15,1762.5999755859375,21.507999420166016,4.179500102996826
2021-12-16,1796.5999755859375,22.454999923706055,4.30049991607666
2021-12-17,1803.800048828125,22.506999969482422,4.290999889373779
2021-12-20,1793.699951171875,22.274999618530273,4.288000106811523
2021-12-21,1787.9000244140625,22.50200080871582,4.3379998207092285
2021-12-22,1801.5999755859375,22.79199981689453,4.389500141143799
2021-12-23,1811.199951171875,22.930999755859375,4.38700008392334
2021-12-27,1808.0999755859375,22.979000091552734,4.465000152587891
2021-12-28,1810.199951171875,23.111000061035156,4.420000076293945
2021-12-29,1805.0999755859375,22.847999572753906,4.4019999504089355
2021-12-30,1812.699951171875,23.027999877929688,4.384500026702881
2021-12-31,1827.5,23.327999114990234,4.454999923706055
2022-01-03,1799.4000244140625,22.790000915527344,4.4145002365112305
2022-01-04,1814.0,23.038000106811523,4.466000080108643
2022-01-05,1824.5999755859375,23.149999618530273,4.4045000076293945
2022-01-06,1788.699951171875,22.173999786376953,4.3480000495910645
2022-01-07,1797.0,22.393999099731445,4.4029998779296875
2022-01-10,1798.4000244140625,22.445999145507812,4.3445000648498535
2022-01-11,1818.5999755859375,22.805999755859375,4.420499801635742
2022-01-12,1827.199951171875,23.200000762939453,4.564000129699707
2022-01-13,1821.199951171875,23.155000686645508,4.533999919891357
2022-01-14,1816.5,22.910999298095703,4.411499977111816
2022-01-18,1812.300048828125,23.48699951171875,4.375999927520752
2022-01-19,1843.0999755859375,24.22599983215332,4.462500095367432
2022-01-20,1842.5,24.711000442504883,4.576499938964844
2022-01-21,1831.800048828125,24.31399917602539,4.512499809265137
2022-01-24,1841.699951171875,23.795000076293945,4.4029998779296875
2022-01-25,1852.699951171875,23.895999908447266,4.442999839782715
2022-01-26,1829.9000244140625,23.80699920654297,4.504499912261963
2022-01-27,1793.300048828125,22.67300033569336,4.413000106811523
2022-01-28,1784.9000244140625,22.302000045776367,4.302999973297119
2022-01-31,1795.0,22.395000457763672,4.317999839782715
2022-02-01,1800.300048828125,22.59600067138672,4.428999900817871
2022-02-02,1809.199951171875,22.711000442504883,4.491000175476074
2022-02-03,1803.0,22.375,4.4664998054504395
2022-02-04,1806.5999755859375,22.475000381469727,4.483500003814697
2022-02-07,1820.5999755859375,23.076000213623047,4.46150016784668
2022-02-08,1826.5999755859375,23.19499969482422,4.459499835968018
2022-02-09,1835.199951171875,23.336000442504883,4.600500106811523
2022-02-10,1836.199951171875,23.518999099731445,4.65749979019165
2022-02-11,1840.800048828125,23.365999221801758,4.505000114440918
2022-02-14,1868.0,23.844999313354492,4.507500171661377
2022-02-15,1854.800048828125,23.33799934387207,4.531499862670898
2022-02-16,1870.199951171875,23.60099983215332,4.540500164031982
2022-02-17,1900.699951171875,23.874000549316406,4.525000095367432
2022-02-18,1898.5999755859375,23.990999221801758,4.519499778747559
2022-02-22,1906.0999755859375,24.31100082397461,4.510000228881836
2022-02-23,1909.199951171875,24.55500030517578,4.481500148773193
2022-02-24,1925.0999755859375,24.68600082397461,4.453999996185303
2022-02-25,1886.5,23.996999740600586,4.4720001220703125
2022-02-28,1899.4000244140625,24.361000061035156,4.444499969482422
2022-03-01,1942.4000244140625,25.534000396728516,4.58650016784668
2022-03-02,1920.9000244140625,25.183000564575195,4.6554999351501465
2022-03-03,1934.4000244140625,25.204999923706055,4.771500110626221
2022-03-04,1965.0999755859375,25.781999588012695,4.928999900817871
2022-03-07,1993.9000244140625,25.71299934387207,4.7220001220703125
2022-03-08,2040.0999755859375,26.88800048828125,4.700500011444092
2022-03-09,1985.9000244140625,25.756999969482422,4.564000129699707
2022-03-10,1998.0999755859375,26.20199966430664,4.643499851226807
2022-03-11,1982.699951171875,26.106000900268555,4.616000175476074
2022-03-14,1959.5999755859375,25.243999481201172,4.512499809265137
2022-03-15,1928.5,25.12299919128418,4.501500129699707
2022-03-16,1908.0,24.670000076293945,4.5879998207092285
2022-03-17,1942.0999755859375,25.583999633789062,4.690499782562256
2022-03-18,1928.199951171875,25.05500030517578,4.730500221252441
2022-03-21,1928.5999755859375,25.281999588012695,4.701499938964844
2022-03-22,1920.699951171875,24.885000228881836,4.689000129699707
2022-03-23,1936.5999755859375,25.170000076293945,4.762499809265137
2022-03-24,1961.5999755859375,25.899999618530273,4.729000091552734
2022-03-25,1953.800048828125,25.594999313354492,4.685999870300293
2022-03-28,1939.5999755859375,25.176000595092773,4.714000225067139
2022-03-29,1912.0,24.715999603271484,4.7164998054504395
2022-03-30,1933.5,25.10300064086914,4.739500045776367
2022-03-31,1949.199951171875,25.121000289916992,4.743000030517578
2022-04-01,1919.0999755859375,24.642000198364258,4.682499885559082
2022-04-04,1929.199951171875,24.583999633789062,4.776500225067139
2022-04-05,1922.9000244140625,24.527999877929688,4.790999889373779
2022-04-06,1918.4000244140625,24.454999923706055,4.733500003814697
2022-04-07,1933.800048828125,24.732999801635742,4.695000171661377
2022-04-08,1941.5999755859375,24.819000244140625,4.71999979019165
2022-04-11,1944.300048828125,24.97800064086914,4.628499984741211
2022-04-12,1972.0999755859375,25.725000381469727,4.703999996185303
2022-04-13,1981.0,26.020000457763672,4.706999778747559
2022-04-14,1970.9000244140625,25.690000534057617,4.7170000076293945
2022-04-18,1982.9000244140625,26.139999389648438,4.796000003814697
2022-04-19,1955.699951171875,25.391000747680664,4.714000225067139
2022-04-20,1952.300048828125,25.270000457763672,4.649499893188477
2022-04-21,1944.9000244140625,24.621000289916992,4.703499794006348
2022-04-22,1931.0,24.256999969482422,4.582499980926514
2022-04-25,1893.199951171875,23.667999267578125,4.448999881744385
2022-04-26,1901.4000244140625,23.54199981689453,4.440000057220459
2022-04-27,1885.9000244140625,23.45800018310547,4.454500198364258
2022-04-28,1888.699951171875,23.128999710083008,4.41349983215332
2022-04-29,1909.300048828125,23.040000915527344,4.394999980926514
2022-05-02,1861.800048828125,22.54400062561035,4.255499839782715
2022-05-03,1868.800048828125,22.621000289916992,4.270999908447266
2022-05-04,1867.0,22.36199951171875,4.328499794006348
2022-05-05,1874.0,22.399999618530273,4.284999847412109
2022-05-06,1881.199951171875,22.325000762939453,4.261499881744385
2022-05-09,1857.0999755859375,21.781999588012695,4.192999839782715
2022-05-10,1839.9000244140625,21.389999389648438,4.1545000076293945
2022-05-11,1852.5999755859375,21.549999237060547,4.212500095367432
2022-05-12,1823.800048828125,20.756999969482422,4.105000019073486
2022-05-13,1807.4000244140625,20.983999252319336,4.180500030517578
2022-05-16,1813.5,21.53499984741211,4.196499824523926
2022-05-17,1818.199951171875,21.73699951171875,4.239500045776367
2022-05-18,1815.9000244140625,21.533000946044922,4.182000160217285
2022-05-19,1841.199951171875,21.898000717163086,4.284999847412109
2022-05-20,1841.800048828125,21.66900062561035,4.281000137329102
2022-05-23,1847.800048828125,21.722999572753906,4.347499847412109
2022-05-24,1865.0999755859375,22.062999725341797,4.325500011444092
2022-05-25,1846.199951171875,21.860000610351562,4.2769999504089355
2022-05-26,1847.4000244140625,21.94099998474121,4.255000114440918
2022-05-27,1851.300048828125,22.059999465942383,4.303999900817871
2022-05-31,1842.699951171875,21.650999069213867,4.295000076293945
2022-06-01,1843.300048828125,21.884000778198242,4.329999923706055
2022-06-02,1866.5,22.253999710083008,4.553999900817871
2022-06-03,1845.4000244140625,21.889999389648438,4.477499961853027
2022-06-06,1839.199951171875,22.073999404907227,4.439499855041504
2022-06-07,1847.5,22.159000396728516,4.439499855041504
2022-06-08,1851.9000244140625,22.073999404907227,4.458499908447266
2022-06-09,1848.800048828125,21.797000885009766,4.388999938964844
2022-06-10,1871.5,21.913000106811523,4.301000118255615
2022-06-13,1828.0,21.236000061035156,4.2164998054504395
2022-06-14,1809.5,20.93600082397461,4.161499977111816
2022-06-15,1815.300048828125,21.402000427246094,4.167500019073486
2022-06-16,1845.699951171875,21.867000579833984,4.111999988555908
2022-06-17,1835.5999755859375,21.572999954223633,4.017499923706055
2022-06-21,1834.5999755859375,21.753999710083008,4.043000221252441
2022-06-22,1834.300048828125,21.406999588012695,3.9514999389648438
2022-06-23,1825.699951171875,21.031999588012695,3.758500099182129
2022-06-24,1826.5,21.115999221801758,3.759999990463257
2022-06-27,1820.9000244140625,21.159000396728516,3.7790000438690186
2022-06-28,1817.5,20.797000885009766,3.7839999198913574
2022-06-29,1813.699951171875,20.667999267578125,3.7790000438690186
2022-06-30,1804.0999755859375,20.281999588012695,3.7144999504089355
2022-07-01,1798.9000244140625,19.597000122070312,3.61899995803833
2022-07-05,1761.800048828125,19.052000045776367,3.424999952316284
2022-07-06,1734.9000244140625,19.084999084472656,3.4179999828338623
2022-07-07,1737.9000244140625,19.121999740600586,3.5820000171661377
2022-07-08,1740.5999755859375,19.16699981689453,3.5320000648498535
2022-07-11,1730.0,19.066999435424805,3.4375
2022-07-12,1723.300048828125,18.89900016784668,3.2964999675750732
2022-07-13,1734.199951171875,19.13800048828125,3.325500011444092
2022-07-14,1704.5,18.16900062561035,3.2105000019073486
2022-07-15,1702.4000244140625,18.54800033569336,3.234499931335449
2022-07-18,1709.199951171875,18.791000366210938,3.3480000495910645
2022-07-19,1710.0,18.670000076293945,3.2915000915527344
2022-07-20,1699.5,18.638999938964844,3.3294999599456787
2022-07-21,1712.699951171875,18.687000274658203,3.302000045776367
2022-07-22,1727.0999755859375,18.584999084472656,3.3485000133514404
2022-07-25,1719.0,18.29400062561035,3.3510000705718994
2022-07-26,1717.699951171875,18.48699951171875,3.382499933242798
2022-07-27,1719.0999755859375,18.55299949645996,3.429500102996826
2022-07-28,1750.300048828125,19.82699966430664,3.4749999046325684
2022-07-29,1762.9000244140625,20.1560001373291,3.5840001106262207
2022-08-01,1769.0,20.32200050354004,3.552000045776367
2022-08-02,1771.0999755859375,20.104999542236328,3.5244998931884766
2022-08-03,1758.0,19.864999771118164,3.4695000648498535
2022-08-04,1788.5,20.099000930786133,3.4830000400543213
2022-08-05,1772.9000244140625,19.819000244140625,3.552999973297119
2022-08-08,1786.800048828125,20.591999053955078,3.5875000953674316
2022-08-09,1794.0,20.45800018310547,3.5924999713897705
2022-08-10,1795.5999755859375,20.718000411987305,3.6554999351501465
2022-08-11,1789.699951171875,20.326000213623047,3.7105000019073486
2022-08-12,1798.5999755859375,20.677000045776367,3.6760001182556152
2022-08-15,1781.4000244140625,20.250999450683594,3.628999948501587
2022-08-16,1773.199951171875,20.065000534057617,3.6364998817443848
2022-08-17,1760.300048828125,19.711000442504883,3.5980000495910645
2022-08-18,1755.300048828125,19.447999954223633,3.6465001106262207
2022-08-19,1747.5999755859375,19.058000564575195,3.683500051498413
2022-08-22,1734.0,18.87299919128418,3.6705000400543213
2022-08-23,1746.800048828125,19.011999130249023,3.7044999599456787
2022-08-24,1747.800048828125,18.895000457763672,3.6605000495910645
2022-08-25,1757.699951171875,19.111000061035156,3.7105000019073486
2022-08-26,1736.0999755859375,18.739999771118164,3.7114999294281006
2022-08-29,1736.5999755859375,18.55500030517578,3.626499891281128
2022-08-30,1723.199951171875,18.159000396728516,3.5450000762939453
2022-08-31,1712.800048828125,17.761999130249023,3.5185000896453857
2022-09-01,1696.5999755859375,17.551000595092773,3.4144999980926514
2022-09-02,1709.800048828125,17.775999069213867,3.4214999675750732
2022-09-06,1700.4000244140625,17.795000076293945,3.4690001010894775
2022-09-07,1715.300048828125,18.136999130249023,3.437999963760376
2022-09-08,1708.0,18.329999923706055,3.5360000133514404
2022-09-09,1716.199951171875,18.658000946044922,3.5810000896453857
2022-09-12,1728.0999755859375,19.7549991607666,3.625499963760376
2022-09-13,1705.0,19.389999389648438,3.5810000896453857
2022-09-14,1696.5,19.47100067138672,3.5455000400543213
2022-09-15,1665.4000244140625,19.174999237060547,3.5234999656677246
2022-09-16,1671.699951171875,19.29599952697754,3.561000108718872
2022-09-19,1666.199951171875,19.273000717163086,3.557499885559082
2022-09-20,1659.699951171875,19.101999282836914,3.5480000972747803
2022-09-21,1664.5999755859375,19.410999298095703,3.51200008392334
2022-09-22,1670.800048828125,19.54800033569336,3.498500108718872
2022-09-23,1645.300048828125,18.840999603271484,3.371500015258789
2022-09-26,1623.300048828125,18.4060001373291,3.313499927520752
2022-09-27,1626.699951171875,18.256999969482422,3.322999954223633
2022-09-28,1660.4000244140625,18.79599952697754,3.381999969482422
2022-09-29,1658.5,18.611000061035156,3.440000057220459
2022-09-30,1662.4000244140625,18.959999084472656,3.441999912261963
2022-10-03,1692.9000244140625,20.518999099731445,3.4579999446868896
2022-10-04,1721.0999755859375,21.03700065612793,3.5179998874664307
2022-10-05,1711.4000244140625,20.479000091552734,3.5325000286102295
2022-10-06,1711.699951171875,20.594999313354492,3.4749999046325684
2022-10-07,1700.5,20.191999435424805,3.4124999046325684
2022-10-10,1667.300048828125,19.555999755859375,3.4535000324249268
2022-10-11,1678.699951171875,19.427000045776367,3.4779999256134033
2022-10-12,1670.300048828125,18.878000259399414,3.444499969482422
2022-10-13,1670.0,18.857999801635742,3.4674999713897705
2022-10-14,1641.699951171875,18.014999389648438,3.450500011444092
2022-10-17,1657.0,18.673999786376953,3.4554998874664307
2022-10-18,1649.0,18.570999145507812,3.4065001010894775
2022-10-19,1627.5,18.336000442504883,3.3605000972747803
2022-10-20,1630.800048828125,18.666000366210938,3.4509999752044678
2022-10-21,1651.0,19.042999267578125,3.5230000019073486
2022-10-24,1648.699951171875,19.173999786376953,3.4795000553131104
2022-10-25,1652.800048828125,19.339000701904297,3.450500011444092
2022-10-26,1664.0,19.479999542236328,3.629499912261963
2022-10-27,1660.699951171875,19.47800064086914,3.625499963760376
2022-10-28,1639.5999755859375,19.14699935913086,3.4660000801086426
2022-10-31,1635.9000244140625,19.125,3.4135000705718994
2022-11-01,1645.0,19.67300033569336,3.509500026702881
2022-11-02,1645.699951171875,19.600000381469727,3.505500078201294
2022-11-03,1627.300048828125,19.43600082397461,3.4565000534057617
2022-11-04,1672.5,20.790000915527344,3.7144999504089355
2022-11-07,1676.5,20.898000717163086,3.629499912261963
2022-11-08,1712.0999755859375,21.476999282836914,3.7054998874664307
2022-11-09,1710.0999755859375,21.29800033569336,3.741499900817871
2022-11-10,1750.300048828125,21.677000045776367,3.7960000038146973
2022-11-11,1766.0,21.645999908447266,3.9509999752044678
2022-11-14,1773.5999755859375,22.091999053955078,3.8550000190734863
2022-11-15,1773.800048828125,21.499000549316406,3.8394999504089355
2022-11-16,1773.0,21.503999710083008,3.7880001068115234
2022-11-17,1760.800048828125,20.954999923706055,3.689500093460083
2022-11-18,1751.9000244140625,20.97599983215332,3.631999969482422
2022-11-21,1737.4000244140625,20.849000930786133,3.571500062942505
2022-11-22,1738.300048828125,21.034000396728516,3.614500045776367
2022-11-23,1744.9000244140625,21.35700035095215,3.617500066757202
2022-11-25,1753.300048828125,21.424999237060547,3.626499891281128
2022-11-28,1740.0999755859375,20.90999984741211,3.6105000972747803
2022-11-29,1748.4000244140625,21.20400047302246,3.630000114440918
2022-11-30,1746.0,21.549999237060547,3.7295000553131104
2022-12-01,1801.0999755859375,22.636999130249023,3.813999891281128
2022-12-02,1795.9000244140625,23.038000106811523,3.8480000495910645
2022-12-05,1767.4000244140625,22.198999404907227,3.7894999980926514
2022-12-06,1769.300048828125,22.12299919128418,3.811500072479248
2022-12-07,1785.5,22.709999084472656,3.8554999828338623
2022-12-08,1788.699951171875,23.062999725341797,3.880500078201294
2022-12-09,1798.0999755859375,23.53499984741211,3.875999927520752
2022-12-12,1780.5,23.219999313354492,3.7985000610351562
2022-12-13,1813.9000244140625,23.801000595092773,3.8394999504089355
2022-12-14,1807.5,23.945999145507812,3.875
2022-12-15,1777.199951171875,23.128000259399414,3.763000011444092
2022-12-16,1790.0,23.150999069213867,3.7614998817443848
2022-12-19,1787.699951171875,23.02899932861328,3.7829999923706055
2022-12-20,1815.9000244140625,24.0939998626709,3.797499895095825
2022-12-21,1815.9000244140625,24.03499984741211,3.805999994277954
2022-12-22,1787.0,23.47599983215332,3.751499891281128
2022-12-23,1795.9000244140625,23.763999938964844,3.802999973297119
2022-12-27,1814.800048828125,24.040000915527344,3.8334999084472656
2022-12-28,1807.9000244140625,23.663000106811523,3.8320000171661377
2022-12-29,1819.5,24.077999114990234,3.821000099182129
2022-12-30,1819.699951171875,23.86199951171875,3.805500030517578
2023-01-03,1839.699951171875,24.05900001525879,3.7660000324249268
2023-01-04,1852.800048828125,23.79199981689453,3.739500045776367
2023-01-05,1834.800048828125,23.257999420166016,3.818000078201294
2023-01-06,1864.199951171875,23.82200050354004,3.9084999561309814
2023-01-09,1872.699951171875,23.711999893188477,4.018499851226807
2023-01-10,1871.5999755859375,23.506999969482422,4.066999912261963
2023-01-11,1874.5999755859375,23.32699966430664,4.1545000076293945
2023-01-12,1895.5,23.863000869750977,4.185999870300293
2023-01-13,1918.4000244140625,24.231000900268555,4.207499980926514
2023-01-17,1907.199951171875,23.944000244140625,4.215000152587891
2023-01-18,1904.4000244140625,23.530000686645508,4.228499889373779
2023-01-19,1922.0999755859375,23.753999710083008,4.226500034332275
2023-01-20,1926.4000244140625,23.829999923706055,4.248499870300293
2023-01-23,1927.0999755859375,23.45199966430664,4.254000186920166
2023-01-24,1933.9000244140625,23.64900016784668,4.245500087738037
2023-01-25,1941.199951171875,23.839000701904297,4.239999771118164
2023-01-26,1929.0999755859375,23.93000030517578,4.267000198364258
2023-01-27,1928.5999755859375,23.527000427246094,4.223999977111816
2023-01-30,1922.9000244140625,23.645000457763672,4.203499794006348
2023-01-31,1929.5,23.74799919128418,4.228499889373779
2023-02-01,1927.800048828125,23.520999908447266,4.111000061035156
2023-02-02,1916.300048828125,23.534000396728516,4.093999862670898
2023-02-03,1862.9000244140625,22.333999633789062,4.063000202178955
2023-02-06,1866.199951171875,22.177000045776367,4.043499946594238
2023-02-07,1871.699951171875,22.117000579833984,4.088500022888184
2023-02-08,1877.4000244140625,22.367000579833984,4.043499946594238
2023-02-09,1866.199951171875,22.097000122070312,4.105500221252441
2023-02-10,1862.800048828125,22.034000396728516,4.027500152587891
2023-02-13,1851.9000244140625,21.81800079345703,4.086999893188477
2023-02-14,1854.0,21.841999053955078,4.110000133514404
2023-02-15,1834.199951171875,21.54599952697754,4.052000045776367
2023-02-16,1842.0,21.68400001525879,4.165500164031982
2023-02-17,1840.4000244140625,21.694000244140625,4.113999843597412
2023-02-21,1833.0,21.868999481201172,4.234499931335449
2023-02-22,1832.0,21.660999298095703,4.202499866485596
2023-02-23,1818.0,21.298999786376953,4.072999954223633
2023-02-24,1808.800048828125,20.805999755859375,3.9549999237060547
2023-02-27,1817.0,20.670000076293945,4.008999824523926
2023-02-28,1828.9000244140625,20.961000442504883,4.097499847412109
2023-03-01,1837.699951171875,20.958999633789062,4.168000221252441
2023-03-02,1833.5,20.766000747680664,4.084000110626221
2023-03-03,1847.699951171875,21.093000411987305,4.078000068664551
2023-03-06,1847.9000244140625,20.983999252319336,4.100500106811523
2023-03-07,1813.9000244140625,20.054000854492188,3.9865000247955322
2023-03-08,1812.699951171875,20.0049991607666,4.041500091552734
2023-03-09,1829.300048828125,20.024999618530273,4.054500102996826
2023-03-10,1862.0,20.375,4.045499801635742
2023-03-13,1911.699951171875,21.792999267578125,4.069499969482422
2023-03-14,1906.199951171875,21.929000854492188,4.010499954223633
2023-03-15,1926.5999755859375,21.77400016784668,3.8564999103546143
2023-03-16,1919.0,21.58799934387207,3.885499954223633
2023-03-17,1969.800048828125,22.35099983215332,3.9135000705718994
2023-03-20,1979.199951171875,22.533000946044922,3.9755001068115234
2023-03-21,1938.0,22.323999404907227,4.018499851226807
2023-03-22,1946.800048828125,22.674999237060547,4.06850004196167
2023-03-23,1993.800048828125,23.143999099731445,4.145999908447266
2023-03-24,1982.0999755859375,23.246999740600586,4.101500034332275
2023-03-27,1952.4000244140625,23.054000854492188,4.104499816894531
2023-03-28,1972.4000244140625,23.323999404907227,4.111999988555908
2023-03-29,1966.0999755859375,23.375999450683594,4.114999771118164
2023-03-30,1980.300048828125,23.902000427246094,4.0904998779296875
2023-03-31,1969.0,24.076000213623047,4.104499816894531
2023-04-03,1983.9000244140625,23.94099998474121,4.059500217437744
2023-04-04,2022.199951171875,25.02199935913086,3.9835000038146973
2023-04-05,2020.9000244140625,24.96299934387207,3.997999906539917
2023-04-06,2011.9000244140625,25.024999618530273,4.026000022888184
2023-04-10,1989.0999755859375,24.84600067138672,3.9865000247955322
2023-04-11,2004.800048828125,25.131000518798828,4.024499893188477
2023-04-12,2010.9000244140625,25.40399932861328,4.084499835968018
2023-04-13,2041.300048828125,25.874000549316406,4.124000072479248
2023-04-14,2002.199951171875,25.423999786376953,4.107500076293945
2023-04-17,1994.199951171875,25.05299949645996,4.065999984741211
2023-04-18,2007.4000244140625,25.24799919128418,4.0894999504089355
2023-04-19,1995.199951171875,25.365999221801758,4.072000026702881
