announce_ts,effective_ts,symbol,direction,source_title
2026-07-07T07:00:06.560000+00:00,2026-07-10T00:00:00+00:00,INUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-10)
2026-07-07T07:00:06.560000+00:00,2026-07-10T00:00:00+00:00,MANTAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-10)
2026-07-07T07:00:06.560000+00:00,2026-07-10T00:00:00+00:00,PLAYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-10)
2026-07-07T07:00:06.560000+00:00,2026-07-10T00:00:00+00:00,SCRTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-10)
2026-07-07T07:00:06.560000+00:00,2026-07-10T00:00:00+00:00,TAIKOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-10)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,AGLDUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,AVAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,BICOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,DEXEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,FFUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,MUBARAKUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,OGNUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,RAREUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,TLMUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,TREEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-30T08:15:24.635000+00:00,2026-07-03T00:00:00+00:00,VANRYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-07-03)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,1000SATSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,ANIMEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,BASEDUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,BICOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,DOODUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,PLAYUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,SIGNUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,SOPHUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,TNSRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,WCTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-24T02:00:07.414000+00:00,2026-06-26T00:00:00+00:00,ZKCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-26)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,DIAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,INXUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,MAVUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,ORDIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,RESOLVUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,SANTOSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,SIRENUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,THEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,TRUSTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-17T02:00:12.146000+00:00,2026-06-19T00:00:00+00:00,VELVETUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-19)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,1000000MOGUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,AXLUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,BLURUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,BRETTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,METUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,MINAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,MOVEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,NMRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,ONTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,RONINUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,ROSEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,SAHARAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,TOSHIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-06-09T06:00:02.937000+00:00,2026-06-12T00:00:00+00:00,ZORAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-06-12)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,BEATUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,CLOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,ESPORTSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,FFUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,GOATUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,HMSTRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,LIGHTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,NFPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,PORTALUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,SYRUPUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,TAKEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,TUTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-26T06:00:09.537000+00:00,2026-05-29T00:00:00+00:00,VVVUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-29)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,ALCHUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,BASUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,DEXEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,HUMAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,KITEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,PIEVERSEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,TRUTHUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-19T04:00:00+00:00,2026-05-22T00:00:00+00:00,ZBTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-22)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,ARCUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,BANANAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,DOLOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,DYMUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,ERAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,FIDAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,INITUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,NAORISUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-12T03:00:29.425000+00:00,2026-05-15T00:00:00+00:00,NEWTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-15)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,CRCLUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,INTCUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,MSTRUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,MUUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,NVDAUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,PLTRUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,SNDKUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T09:44:20.363000+00:00,2026-05-08T00:00:00+00:00,TSLAUSDT,unknown,Updates on the Leverage & Margin Tiers of Multiple USDⓈ-M TradFi Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,1000000MOGUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,ATAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,CELOUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,EDENUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,GUAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,HOMEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,LABUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,MOVEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,NMRUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,ONTUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,OPENUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,PLUMEUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,SAGAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,SKYAIUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,SYSUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
2026-05-06T02:00:11.349000+00:00,2026-05-08T00:00:00+00:00,ZORAUSDT,unknown,Update on the Collateral Ratio Under Portfolio Margin and the Leverage & Margin Tiers of USDⓈ-M Perpetual Contracts (2026-05-08)
